片名,个人评分,打分日期,影片链接
"巨齿鲨 / The Meg","3","2019-04-05","https://movie.douban.com/subject/26426194/",
"致命魔术 / The Prestige","5","2019-04-05","https://movie.douban.com/subject/1780330/",
"大黄蜂 / Bumblebee","5","2019-04-05","https://movie.douban.com/subject/26394152/",
"蝙蝠侠大战罗宾 / Batman vs. Robin","4","2019-04-05","https://movie.douban.com/subject/26306997/",
"乐高DC超级英雄：正义联盟之末日军团的进攻 / LEGO DC Super Heroe...","4","2019-04-05","https://movie.douban.com/subject/26588820/",
"蝙蝠侠：哥谭骑士 / Batman: Gotham Knight","3","2019-04-05","https://movie.douban.com/subject/2988294/",
"蝙蝠侠之子 / Son of Batman","4","2019-04-05","https://movie.douban.com/subject/25815577/",
"乐高DC超级英雄：闪电侠 / Lego DC Comics Super Heroes: The Flash","5","2019-04-05","https://movie.douban.com/subject/27609141/",
"蝙蝠侠：血脉恩仇 / Batman: Bad Blood","4","2019-04-05","https://movie.douban.com/subject/26599752/",
"正义联盟：亚特兰蒂斯的宝座 / Justice League: Throne of Atlantis","3","2019-04-05","https://movie.douban.com/subject/25980500/",
"正义联盟：战争 / Justice League: War","5","2019-04-05","https://movie.douban.com/subject/25760447/",
"超人之死 / The Death of Superman","5","2019-04-05","https://movie.douban.com/subject/27098364/",
"超人王朝 / Reign of the Supermen","4","2019-04-05","https://movie.douban.com/subject/27098365/",
"自杀小队：严厉惩罚 / Suicide Squad: Hell to Pay","5","2019-04-05","https://movie.douban.com/subject/27098363/",
"乐高大电影 / The Lego Movie","4","2019-04-05","https://movie.douban.com/subject/3927734/",
"绿灯侠 / Green Lantern","4","2019-04-05","https://movie.douban.com/subject/2364054/",
"守望者 / Watchmen","4","2019-04-05","https://movie.douban.com/subject/1972698/",
"自杀小队 / Suicide Squad","4","2019-04-05","https://movie.douban.com/subject/3569910/",
"蝙蝠侠大战超人：正义黎明 / Batman v Superman: Dawn of Justice","5","2019-04-05","https://movie.douban.com/subject/24750534/",
"惩罚者 第一季 / The Punisher Season 1","5","2019-04-05","https://movie.douban.com/subject/26710394/",
"闪电侠 第一季 / The Flash Season 1","4","2019-04-05","https://movie.douban.com/subject/24883222/",
"神盾局特工 第二季 / Agents of S.H.I.E.L.D. Season 2","3","2019-04-05","https://movie.douban.com/subject/25851827/",
"神盾局特工 第一季 / Agents of S.H.I.E.L.D. Season 1","3","2019-04-05","https://movie.douban.com/subject/19938222/",
"灵魂战车2：复仇时刻 / Ghost Rider: Spirit of Vengeance","3","2019-04-05","https://movie.douban.com/subject/3077408/",
"灵魂战车 / Ghost Rider","3","2019-04-05","https://movie.douban.com/subject/1482077/",
"绿巨人浩克 / Hulk","3","2019-04-05","https://movie.douban.com/subject/1307354/",
"蜘蛛侠3 / Spider-Man 3","5","2019-04-05","https://movie.douban.com/subject/1418189/",
"X战警2 / X2","4","2019-04-05","https://movie.douban.com/subject/1305724/",
"X战警3：背水一战 / X-Men: The Last Stand","5","2019-04-05","https://movie.douban.com/subject/1401524/",
"金刚狼2 / The Wolverine","4","2019-04-05","https://movie.douban.com/subject/3718424/",
"蜘蛛侠2 / Spider-Man 2","4","2019-04-05","https://movie.douban.com/subject/1308570/",
"蜘蛛侠 / Spider-Man","5","2019-04-05","https://movie.douban.com/subject/1306612/",
"金刚狼3：殊死一战 / Logan","5","2019-04-05","https://movie.douban.com/subject/25765735/",
"雷神 / Thor","4","2019-04-05","https://movie.douban.com/subject/1866471/",
"美国队长3 / Captain America: Civil War","4","2019-04-05","https://movie.douban.com/subject/25820460/",
"美国队长 / Captain America: The First Avenger","3","2019-04-05","https://movie.douban.com/subject/2138838/",
"钢铁侠 / Iron Man","5","2019-04-05","https://movie.douban.com/subject/1432146/",
"惊奇队长 / Captain Marvel","2","2019-04-05","https://movie.douban.com/subject/26213252/",
"惩罚者 第二季 / The Punisher Season 2","5","2019-04-05","https://movie.douban.com/subject/27604388/",
"星际宝贝 / Lilo & Stitch","5","2019-04-05","https://movie.douban.com/subject/1307547/",
"正义联盟：闪点悖论 / Justice League: The Flashpoint Paradox","4","2019-04-05","https://movie.douban.com/subject/24718965/",
"我不是药神","5","2019-04-05","https://movie.douban.com/subject/26752088/",
"变形金刚2 / Transformers: Revenge of the Fallen","5","2019-04-05","https://movie.douban.com/subject/2146991/",
"蝙蝠侠：侠影之谜 / Batman Begins","4","2019-04-05","https://movie.douban.com/subject/1309069/",
"敦刻尔克 / Dunkirk","5","2019-04-05","https://movie.douban.com/subject/26607693/",
"阿丽塔：战斗天使 / Alita: Battle Angel","5","2019-04-05","https://movie.douban.com/subject/1652592/",
"X战警：第一战 / X-Men: First Class","4","2019-04-05","https://movie.douban.com/subject/3168089/",
"金刚狼 / X-Men Origins: Wolverine","4","2019-04-05","https://movie.douban.com/subject/1792928/",
"天降美食2 / Cloudy with a Chance of Meatballs 2","4","2019-04-05","https://movie.douban.com/subject/7065417/",
"星球大战外传：侠盗一号 / Rogue One: A Star Wars Story","4","2019-04-05","https://movie.douban.com/subject/25894431/",
"星球大战8：最后的绝地武士 / Star Wars: The Last Jedi","4","2019-04-05","https://movie.douban.com/subject/22265634/",
"星际迷航3：超越星辰 / Star Trek Beyond","4","2019-04-05","https://movie.douban.com/subject/22939161/",
"乐高蝙蝠侠大电影 / The Lego Batman Movie","5","2019-04-05","https://movie.douban.com/subject/26145033/",
"神偷奶爸2 / Despicable Me 2","4","2019-04-05","https://movie.douban.com/subject/4915857/",
"超凡蜘蛛侠 / The Amazing Spider-Man","4","2019-04-05","https://movie.douban.com/subject/2129132/",
"侏罗纪世界 / Jurassic World","4","2019-04-05","https://movie.douban.com/subject/10440138/",
"钢铁侠2 / Iron Man 2","4","2019-04-05","https://movie.douban.com/subject/3066739/",
"驯龙高手2 / How to Train Your Dragon 2","4","2019-04-05","https://movie.douban.com/subject/4824512/",
"复仇者联盟2：奥创纪元 / Avengers: Age of Ultron","4","2019-04-05","https://movie.douban.com/subject/10741834/",
"死侍 / Deadpool","5","2019-04-05","https://movie.douban.com/subject/3718279/",
"天才少女 / Gifted","5","2019-04-07","https://movie.douban.com/subject/26593587/",
"肖申克的救赎 / The Shawshank Redemption","5","2019-04-07","https://movie.douban.com/subject/1292052/",
"喜剧之王 / 喜劇之王","4","2019-04-07","https://movie.douban.com/subject/1302425/",
"女狙击手 / Битва за Севастополь","5","2019-04-07","https://movie.douban.com/subject/26356495/",
"神兵小将1 上部","5","2019-04-08","https://movie.douban.com/subject/22735528/",
"米奇妙妙屋 第一季 / Mickey Mouse Clubhouse Season 1","4","2019-04-08","https://movie.douban.com/subject/4807936/",
"楚门的世界 / The Truman Show","5","2019-04-11","https://movie.douban.com/subject/1292064/",
"复仇者联盟4：终局之战 / Avengers: Endgame","5","2019-04-27","https://movie.douban.com/subject/26100958/",
"猫鼠游戏 / Catch Me If You Can","5","2019-05-29","https://movie.douban.com/subject/1305487/",
"荒岛余生 / Cast Away","5","2019-08-30","https://movie.douban.com/subject/1298653/",
"切尔诺贝利 / Chernobyl","5","2019-08-30","https://movie.douban.com/subject/27098632/",
"唐顿庄园 第三季 / Downton Abbey Season 3","5","2019-08-30","https://movie.douban.com/subject/6985315/",
"唐顿庄园 第二季 / Downton Abbey Season 2","5","2019-08-30","https://movie.douban.com/subject/5990367/",
"唐顿庄园  第一季 / Downton Abbey Season 1","5","2019-08-30","https://movie.douban.com/subject/4769314/",
"黑袍纠察队 第一季 / The Boys Season 1","5","2019-08-30","https://movie.douban.com/subject/3703650/",
"权力的游戏 第七季 / Game of Thrones Season 7","5","2019-08-30","https://movie.douban.com/subject/26235354/",
"权力的游戏 第六季 / Game of Thrones Season 6","5","2019-08-30","https://movie.douban.com/subject/25862357/",
"权力的游戏 第五季 / Game of Thrones Season 5","5","2019-08-30","https://movie.douban.com/subject/25826612/",
"权力的游戏 第四季 / Game of Thrones Season 4","5","2019-08-30","https://movie.douban.com/subject/23232876/",
"权力的游戏 第三季 / Game of Thrones Season 3","5","2019-08-30","https://movie.douban.com/subject/10590706/",
"权力的游戏  第二季 / Game of Thrones Season 2","5","2019-08-30","https://movie.douban.com/subject/6558062/",
"权力的游戏 第一季 / Game of Thrones Season 1","5","2019-08-30","https://movie.douban.com/subject/3016187/",
"权力的游戏 第八季 / Game of Thrones Season 8","4","2019-08-30","https://movie.douban.com/subject/26584183/",
"生活大爆炸 第十二季 / The Big Bang Theory Season 12","5","2019-08-30","https://movie.douban.com/subject/27001001/",
"源代码 / Source Code","5","2019-08-30","https://movie.douban.com/subject/3075287/",
"三块广告牌 / Three Billboards Outside Ebbing, Missouri","5","2019-08-30","https://movie.douban.com/subject/26611804/",
"幸福终点站 / The Terminal","5","2019-08-30","https://movie.douban.com/subject/1292274/",
"超脱 / Detachment","5","2019-08-30","https://movie.douban.com/subject/5322596/",
"碟中谍5：神秘国度 / Mission: Impossible - Rogue Nation","4","2019-08-30","https://movie.douban.com/subject/10727641/",
"蜘蛛侠：英雄远征 / Spider-Man: Far from Home","","2019-08-30","https://movie.douban.com/subject/26931786/",
"无敌浩克 / The Incredible Hulk","3","2019-08-30","https://movie.douban.com/subject/1866475/",
"冰川时代2 / Ice Age: The Meltdown","4","2019-11-22","https://movie.douban.com/subject/1437342/",
"冰川时代3 / Ice Age: Dawn of the Dinosaurs","4","2019-11-22","https://movie.douban.com/subject/2357162/",
"谍影重重 / The Bourne Identity","4","2019-11-22","https://movie.douban.com/subject/1304102/",
"小丑 / Joker","5","2019-11-22","https://movie.douban.com/subject/27119724/",
"利刃出鞘 / Knives Out","5","2019-11-30","https://movie.douban.com/subject/30318116/",
"雷霆沙赞！ / Shazam!","3","2019-11-30","https://movie.douban.com/subject/2244426/",
"终极蜘蛛侠 第一季 / Ultimate Spider-Man Season 1","4","2019-12-14","https://movie.douban.com/subject/5325327/",
"47号物品 / Marvel One-Shot: Item 47","3","2019-12-14","https://movie.douban.com/subject/11498724/",
"捉妖记2","1","2019-12-14","https://movie.douban.com/subject/26575103/",
"西游记之大圣归来","4","2019-12-14","https://movie.douban.com/subject/26277313/",
"哪吒之魔童降世","4","2019-12-14","https://movie.douban.com/subject/26794435/",
"速度与激情：特别行动 / Fast & Furious Presents: Hobbs & Shaw","4","2020-02-01","https://movie.douban.com/subject/27163278/",
"冰雪奇缘：生日惊喜 / Frozen Fever","4","2020-02-06","https://movie.douban.com/subject/25977198/",
"冰雪奇缘2 / Frozen II","5","2020-02-06","https://movie.douban.com/subject/25887288/",
"我和我的祖国","4","2020-02-06","https://movie.douban.com/subject/32659890/",
"美利坚女士 / Taylor Swift: Miss Americana","5","2020-02-06","https://movie.douban.com/subject/34907421/",
"天线宝宝 / Teletubbies","5","2020-02-06","https://movie.douban.com/subject/1507332/",
"良医 第一季 / The Good Doctor Season 1","5","2020-02-07","https://movie.douban.com/subject/26888731/",
"曼达洛人 第一季 / The Mandalorian Season 1","5","2020-02-07","https://movie.douban.com/subject/30344167/",
"利器 / Sharp Objects","5","2020-02-16","https://movie.douban.com/subject/26252279/",
"富豪谷底求翻身 第一季 / Undercover Billionaire Season 1","5","2020-02-16","https://movie.douban.com/subject/34806351/",
"爱，死亡和机器人 第一季 / Love, Death & Robots Season 1","5","2020-02-16","https://movie.douban.com/subject/30424374/",
"瑞克和莫蒂 第四季 / Rick and Morty Season 4","5","2020-02-17","https://movie.douban.com/subject/27166039/",
"瑞克和莫蒂 第三季 / Rick and Morty Season 3","5","2020-02-17","https://movie.douban.com/subject/26592971/",
"瑞克和莫蒂 第二季 / Rick and Morty Season 2","5","2020-02-17","https://movie.douban.com/subject/25865470/",
"瑞克和莫蒂 第一季 / Rick and Morty Season 1","5","2020-02-17","https://movie.douban.com/subject/11537954/",
"年少轻狂 第二季 / The Young Offenders Season 2","5","2020-02-17","https://movie.douban.com/subject/30399803/",
"年少轻狂 第一季 / The Young Offenders Season 1","5","2020-02-17","https://movie.douban.com/subject/30145148/",
"穿越落基山脉 / Rocky Mountain Express","5","2020-02-21","https://movie.douban.com/subject/25716076/",
"废柴舅舅 第二季 / Uncle Season 2","5","2020-02-21","https://movie.douban.com/subject/25875022/",
"废柴舅舅 第三季 / Uncle Season 3","5","2020-02-21","https://movie.douban.com/subject/26680329/",
"废柴舅舅 第一季 / Uncle Season 1","5","2020-02-21","https://movie.douban.com/subject/25811267/",
"不死法医 / Forever","5","2020-02-24","https://movie.douban.com/subject/25884488/",
"我的朋友们：跳跳虎和小熊维尼 / My Friends: Tigger and Pooh","5","2020-02-25","https://movie.douban.com/subject/2246799/",
"蓝精灵2 / The Smurfs 2","3","2020-02-25","https://movie.douban.com/subject/6870493/",
"泰迪熊 / Ted","4","2020-02-25","https://movie.douban.com/subject/4807924/",
"普罗米修斯 / Prometheus","3","2020-02-25","https://movie.douban.com/subject/3771562/",
"终结者：创世纪 / Terminator Genisys","3","2020-02-25","https://movie.douban.com/subject/3338862/",
"星际特工：千星之城 / Valérian and the City of a Thousand Planets","3","2020-02-25","https://movie.douban.com/subject/11502973/",
"美国工厂 / American Factory","4","2020-02-25","https://movie.douban.com/subject/30390700/",
"年少轻狂：2018圣诞特别集 / The Young Offenders  Christmas Special","5","2020-02-26","https://movie.douban.com/subject/30414707/",
"至爱梵高·星空之谜 / Loving Vincent","5","2020-02-27","https://movie.douban.com/subject/25837262/",
"悲惨世界 / Les Misérables","5","2020-02-29","https://movie.douban.com/subject/6860160/",
"海蒂和爷爷 / Heidi","5","2020-03-01","https://movie.douban.com/subject/25958717/",
"叶问4：完结篇 / 葉問4：完結篇","3","2020-03-01","https://movie.douban.com/subject/26885074/",
"良医 第二季 / The Good Doctor Season 2","5","2020-03-02","https://movie.douban.com/subject/30163504/",
"小妇人 / Little Women","5","2020-03-02","https://movie.douban.com/subject/1298522/",
"你怎么这么好看","1","2020-03-02","https://movie.douban.com/subject/34894594/",
"我是山姆 / I Am Sam","5","2020-03-04","https://movie.douban.com/subject/1306861/",
"忠犬八公的故事 / Hachi: A Dog's Tale","5","2020-03-06","https://movie.douban.com/subject/3011091/",
"黑暗物质三部曲 第一季 / His Dark Materials Season 1","3","2020-03-06","https://movie.douban.com/subject/26657521/",
"怦然心动 / Flipped","5","2020-03-06","https://movie.douban.com/subject/3319755/",
"白日梦想家 / The Secret Life of Walter Mitty","4","2020-03-06","https://movie.douban.com/subject/2133323/",
"一代宗师 / 一代宗師","4","2020-03-07","https://movie.douban.com/subject/3821067/",
"公主日记 / The Princess Diaries","3","2020-03-07","https://movie.douban.com/subject/1305065/",
"8英里 / 8 Mile","4","2020-03-10","https://movie.douban.com/subject/1307853/",
"教父2 / The Godfather: Part II","4","2020-03-12","https://movie.douban.com/subject/1299131/",
"教父 / The Godfather","5","2020-03-12","https://movie.douban.com/subject/1291841/",
"罗宾汉：起源 / Robin Hood","4","2020-03-14","https://movie.douban.com/subject/26348846/",
"教父3 / The Godfather: Part III","4","2020-03-16","https://movie.douban.com/subject/1294240/",
"超人高校 / Sky High","3","2020-03-17","https://movie.douban.com/subject/1422913/",
"双子杀手 / Gemini Man","4","2020-03-17","https://movie.douban.com/subject/3097572/",
"刺客信条 / Assassin's Creed","4","2020-03-17","https://movie.douban.com/subject/11526817/",
"国家宝藏 第二季","4","2020-03-25","https://movie.douban.com/subject/30352947/",
"性爱自修室 第一季 / Sex Education Season 1","4","2020-03-25","https://movie.douban.com/subject/27594217/",
"乌龙特工 / Central Intelligence","4","2020-03-26","https://movie.douban.com/subject/3927749/",
"变身特工 / Spies in Disguise","4","2020-03-26","https://movie.douban.com/subject/27000084/",
"疾速追杀 / John Wick","4","2020-03-27","https://movie.douban.com/subject/25798131/",
"疾速追杀3 / John Wick: Chapter 3 - Parabellum","5","2020-03-28","https://movie.douban.com/subject/26909790/",
"疾速追杀2 / John Wick: Chapter 2","4","2020-03-28","https://movie.douban.com/subject/26333560/",
"你的名字。 / 君の名は。","5","2020-03-28","https://movie.douban.com/subject/26683290/",
"饥饿游戏 / The Hunger Games","5","2020-03-29","https://movie.douban.com/subject/3592853/",
"饥饿游戏3：嘲笑鸟(上) / The Hunger Games: Mockingjay - Part 1","4","2020-04-01","https://movie.douban.com/subject/6533054/",
"饥饿游戏3：嘲笑鸟(下) / The Hunger Games: Mockingjay - Part 2","4","2020-04-01","https://movie.douban.com/subject/10047547/",
"饥饿游戏2：星火燎原 / The Hunger Games: Catching Fire","5","2020-04-01","https://movie.douban.com/subject/6874456/",
"刺客信条：余烬 / Assassin's Creed: Embers","5","2020-04-08","https://movie.douban.com/subject/7061246/",
"人生遥控器 / Click","5","2020-04-08","https://movie.douban.com/subject/1474185/",
"快把我哥带走","2","2020-04-09","https://movie.douban.com/subject/30122633/",
"老师·好","3","2020-04-09","https://movie.douban.com/subject/27663742/",
"笨贼妙探 / Blue Streak","5","2020-04-09","https://movie.douban.com/subject/1297260/",
"X战警：黑凤凰 / Dark Phoenix","3","2020-04-09","https://movie.douban.com/subject/26667010/",
"蝙蝠侠：致命玩笑 / Batman: The Killing Joke","5","2020-04-10","https://movie.douban.com/subject/26692652/",
"巅峰拍档 第二十八季 / Top Gear Season 28","5","2020-04-15","https://movie.douban.com/subject/34942258/",
"同一个世界：共同在家 / One World: Together at Home","5","2020-04-19","https://movie.douban.com/subject/35031528/",
"壮志凌云 / Top Gun","4","2020-04-20","https://movie.douban.com/subject/1293799/",
"哥斯拉2：怪兽之王 / Godzilla: King of the Monsters","3","2020-04-21","https://movie.douban.com/subject/25890017/",
"囧妈","3","2020-04-21","https://movie.douban.com/subject/30306570/",
"鹬 / Piper","5","2020-04-21","https://movie.douban.com/subject/26766869/",
"死侍：危险行为 / Deadpool: No Good Deed","5","2020-04-21","https://movie.douban.com/subject/27025177/",
"赛车总动员3：极速挑战 / Cars 3","4","2020-04-21","https://movie.douban.com/subject/25849480/",
"愤怒的小鸟 / The Angry Birds Movie","3","2020-04-21","https://movie.douban.com/subject/6873736/",
"神奇女侠：血脉 / Wonder Woman: Bloodlines","3","2020-04-21","https://movie.douban.com/subject/30286098/",
"极速蜗牛 / Turbo","3","2020-04-21","https://movie.douban.com/subject/6070226/",
"华尔街之狼 / The Wolf of Wall Street","5","2020-04-21","https://movie.douban.com/subject/2997076/",
"无敌破坏王2：大闹互联网 / Ralph Breaks the Internet","4","2020-04-21","https://movie.douban.com/subject/20438964/",
"海洋深处 / In the Heart of the Sea","4","2020-04-22","https://movie.douban.com/subject/3582181/",
"巅峰拍档 第二十七季 / Top Gear Season 27","4","2020-04-24","https://movie.douban.com/subject/33383316/",
"IT狂人 第一季 / The IT Crowd Season 1","3","2020-04-25","https://movie.douban.com/subject/1758810/",
"触不可及(美版) / The Upside","5","2020-04-26","https://movie.douban.com/subject/26061679/",
"超人：红色之子 / Superman: Red Son","4","2020-04-26","https://movie.douban.com/subject/27668334/",
"绿灯侠：首次飞行 / Green Lantern: First Flight","4","2020-04-27","https://movie.douban.com/subject/3594463/",
"九条命 / Nine Lives","","2020-04-28","https://movie.douban.com/subject/26314816/",
"缝纫机乐队","","2020-04-28","https://movie.douban.com/subject/26926321/",
"我的冤家是条狗 / Patrick","","2020-04-28","https://movie.douban.com/subject/30143861/",
"鸡皮疙瘩 / Goosebumps","","2020-04-28","https://movie.douban.com/subject/2364051/",
"超时空同居","","2020-04-28","https://movie.douban.com/subject/27133303/",
"汽车人总动员","","2020-04-28","https://movie.douban.com/subject/26416155/",
"机器之血","","2020-04-28","https://movie.douban.com/subject/26729868/",
"包宝宝 / Bao","","2020-04-28","https://movie.douban.com/subject/30182729/",
"飞机总动员2：火线救援 / Planes: Fire and Rescue","","2020-04-28","https://movie.douban.com/subject/24827612/",
"狄仁杰之四大天王","","2020-04-28","https://movie.douban.com/subject/25882296/",
"神秘巨星 / Secret Superstar","","2020-04-28","https://movie.douban.com/subject/26942674/",
"乐高DC超级英雄：正义联盟大战异魔联盟 / Lego DC Comics Super He...","","2020-04-28","https://movie.douban.com/subject/26306980/",
"最萌警探 / Напарник","","2020-04-28","https://movie.douban.com/subject/30387535/",
"极限特工3：终极回归 / xXx: Return of Xander Cage","","2020-04-28","https://movie.douban.com/subject/3230115/",
"钢铁骑士 / Max Steel","","2020-04-28","https://movie.douban.com/subject/3863845/",
"鼠来宝4：萌在囧途 / Alvin and the Chipmunks: The Road Chip","","2020-04-28","https://movie.douban.com/subject/25760247/",
"狮子王 / The Lion King","","2020-04-28","https://movie.douban.com/subject/26884354/",
"德鲁大叔 / Uncle Drew","2","2020-04-28","https://movie.douban.com/subject/27074301/",
"超凡战队 / Power Rangers","","2020-04-28","https://movie.douban.com/subject/25881615/",
"大侦探皮卡丘 / Pokémon Detective Pikachu","","2020-04-28","https://movie.douban.com/subject/26835471/",
"西游记","5","2020-05-05","https://movie.douban.com/subject/2156663/",
"西游记","5","2020-05-05","https://movie.douban.com/subject/2156775/",
"黑暗正义联盟：天启星战争 / Justice League Dark: Apokolips War","5","2020-06-25","https://movie.douban.com/subject/34777818/",
"神盾局特工 第三季 / Agents of S.H.I.E.L.D. Season 3","3","2020-06-26","https://movie.douban.com/subject/26384798/",
"葫芦小金刚","4","2020-06-26","https://movie.douban.com/subject/3069864/",
"葫芦兄弟","5","2020-06-26","https://movie.douban.com/subject/1428576/",
"超级少女 第二季 / Supergirl Season 2","2","2020-06-26","https://movie.douban.com/subject/26792305/",
"超级少女 第一季 / Supergirl Season 1","3","2020-06-26","https://movie.douban.com/subject/25987068/",
"绿箭侠 第四季 / Arrow Season 4","2","2020-06-26","https://movie.douban.com/subject/26302901/",
"绿箭侠 第三季 / Arrow Season 3","3","2020-06-26","https://movie.douban.com/subject/25830682/",
"绿箭侠 第二季 / Arrow Season 2","3","2020-06-26","https://movie.douban.com/subject/21760613/",
"绿箭侠 第一季 / Arrow Season 1","4","2020-06-26","https://movie.douban.com/subject/10527257/",
"闪电侠 第四季 / The Flash Season 4","2","2020-06-26","https://movie.douban.com/subject/26952099/",
"闪电侠 第三季 / The Flash Season 3","2","2020-06-26","https://movie.douban.com/subject/26749151/",
"闪电侠 第二季 / The Flash Season 2","4","2020-06-26","https://movie.douban.com/subject/26289459/",
"正义联盟大战少年泰坦 / Justice League vs. Teen Titans","4","2020-07-11","https://movie.douban.com/subject/26696639/",
"乐高DC沙赞：魔法与魔物 / LEGO DC Shazam!: Magic and Monsters","4","2020-07-11","https://movie.douban.com/subject/35030774/",
"上载新生 第一季 / Upload Season 1","5","2020-08-09","https://movie.douban.com/subject/27622782/",
"神探夏洛克：福至如归 / Sherlock Mini Episode - Many Happy Returns","5","2020-08-15","https://movie.douban.com/subject/25798411/",
"神探夏洛克：最后的誓言 / Sherlock: His Last Vow","5","2020-08-15","https://movie.douban.com/subject/25804790/",
"蝙蝠侠：阿卡姆骑士 / Batman: Arkham Knight","5","2020-10-12","https://movie.douban.com/subject/26381654/",
"猎魔人 第一季 / The Witcher Season 1","3","2020-10-12","https://movie.douban.com/subject/26637615/",
"黑袍纠察队 第二季 / The Boys Season 2","4","2020-10-12","https://movie.douban.com/subject/34626347/",
"信条 / Tenet","5","2020-10-12","https://movie.douban.com/subject/30444960/",
"疯狂教授生物课 第一季 / A.P. Bio Season 1","5","2020-10-12","https://movie.douban.com/subject/26882438/",
"怪奇物语 第一季 / Stranger Things Season 1","4","2020-10-12","https://movie.douban.com/subject/26359270/",
"夺冠","3","2020-11-21","https://movie.douban.com/subject/30128916/",
"超体 / Lucy","5","2021-02-18","https://movie.douban.com/subject/24404677/",
"守望先锋：英雄 / Overwatch: Hero","5","2021-02-18","https://movie.douban.com/subject/26860018/",
"唐人街探案3","1","2021-02-18","https://movie.douban.com/subject/27619748/",
"你好，李焕英","4","2021-02-20","https://movie.douban.com/subject/34841067/",
"旺达幻视 / WandaVision","5","2021-02-26","https://movie.douban.com/subject/30331433/",
"神奇女侠1984 / Wonder Woman 1984","3","2021-03-13","https://movie.douban.com/subject/27073752/",
"扎克·施奈德版正义联盟 / Zack Snyder's Justice League","5","2021-03-20","https://movie.douban.com/subject/35076714/",
"猫头鹰王国：守卫者传奇 / Legend of the Guardians: The Owls of ...","4","2021-04-05","https://movie.douban.com/subject/3041281/",
"哥斯拉大战金刚 / Godzilla vs Kong","3","2021-04-05","https://movie.douban.com/subject/26613692/",
"爱，死亡和机器人 第二季 / Love, Death & Robots Season 2","3","2021-06-08","https://movie.douban.com/subject/34418203/",
"老友记重聚特辑 / Friends: The Reunion","5","2021-06-08","https://movie.douban.com/subject/34908189/",
"爱乐之城 / La La Land","5","2021-06-08","https://movie.douban.com/subject/25934014/",
"1917","5","2021-06-10","https://movie.douban.com/subject/30252495/",
"爆裂鼓手 / Whiplash","5","2021-06-14","https://movie.douban.com/subject/25773932/",
"死亡诗社 / Dead Poets Society","5","2021-06-20","https://movie.douban.com/subject/1291548/",
"康斯坦丁 / Constantine","2","2021-06-26","https://movie.douban.com/subject/1309021/",
"杀手：代号47 / Hitman","3","2021-07-09","https://movie.douban.com/subject/1937621/",
"焦点 / Focus","4","2021-07-19","https://movie.douban.com/subject/20277433/",
"好好先生 / Yes Man","5","2021-08-03","https://movie.douban.com/subject/2147854/",
"洛基 第一季 / Loki Season 1","3","2021-08-13","https://movie.douban.com/subject/30331432/",
"X特遣队：全员集结 / The Suicide Squad","4","2021-08-13","https://movie.douban.com/subject/26741632/",
"疯狂原始人2 / The Croods: A New Age","3","2021-08-15","https://movie.douban.com/subject/24298954/",
"雷神小队 / Team Thor","4","2021-08-16","https://movie.douban.com/subject/26879120/",
"蝙蝠侠大战忍者神龟 / Batman Vs. Teenage Mutant Ninja Turtles","5","2021-08-19","https://movie.douban.com/subject/30459588/",
"蝙蝠侠：黑暗骑士归来(下) / Batman: The Dark Knight Returns, Pa...","5","2021-08-20","https://movie.douban.com/subject/11443810/",
"蝙蝠侠：黑暗骑士归来(上) / Batman: The Dark Knight Returns, Pa...","5","2021-08-20","https://movie.douban.com/subject/11443807/",
"雪宝的冰雪大冒险 / Olaf's Frozen Adventure","3","2021-08-20","https://movie.douban.com/subject/27006488/",
"飞机总动员 / Planes","3","2021-08-20","https://movie.douban.com/subject/4915854/",
"博物馆奇妙夜3 / Night at the Museum: Secret of the Tomb","3","2021-08-20","https://movie.douban.com/subject/21349734/",
"魔发奇缘 / Tangled","4","2021-08-20","https://movie.douban.com/subject/1863766/",
"黑寡妇 / Black Widow","3","2021-08-20","https://movie.douban.com/subject/25828589/",
"这个杀手不太冷 / Léon","4","2021-08-24","https://movie.douban.com/subject/1295644/",
"DC展台：超人与沙赞之黑亚当归来 / DC Showcase: Superman/Shazam!...","3","2021-08-24","https://movie.douban.com/subject/5354501/",
"失控玩家 / Free Guy","5","2021-08-27","https://movie.douban.com/subject/30337388/",
"假如…？ 第一季 / What If...? Season 1","5","2021-08-27","https://movie.douban.com/subject/33408073/",
"猎魔人：狼之噩梦 / The Witcher: Nightmare of the Wolf","5","2021-08-27","https://movie.douban.com/subject/34955909/",
"猎鹰与冬兵 / The Falcon and the Winter Soldier","3","2021-10-02","https://movie.douban.com/subject/30367642/",
"午夜巴黎 / Midnight in Paris","5","2021-10-02","https://movie.douban.com/subject/4319218/",
"007：大战皇家赌场 / Casino Royale","5","2021-11-23","https://movie.douban.com/subject/1418190/",
"鹰眼 第一季 / Hawkeye Season 1","3","2021-12-25","https://movie.douban.com/subject/33406089/",
"蜘蛛侠：英雄无归 / Spider-Man: No Way Home","5","2021-12-25","https://movie.douban.com/subject/26933210/",
"我们这一天 第一季 / This Is Us Season 1","5","2022-01-01","https://movie.douban.com/subject/26794215/",
"绝命毒师 第一季 / Breaking Bad Season 1","5","2022-01-29","https://movie.douban.com/subject/2373195/",
"新蝙蝠侠 / The Batman","4","2022-03-19","https://movie.douban.com/subject/6424756/",
